year,sector,state,Quintile_Overall,food_pds_subs,kerosene_pds_subs,food_pds_free,gov_school_free,pvt_school_free,lpg_subs,elec_free,fees_waived,pmjay_ben,pmjay_ben_avail,durables_free,laptop2,tablet2,mobile2,bicycle2,other_items2,books,stationary,schoolbag,clothing,footwear,type,level
2022,All,Haryana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Haryana,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Haryana,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Haryana,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Haryana,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Haryana,99,0.35,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Haryana,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Haryana,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Haryana,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Haryana,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Haryana,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Haryana,99,0.44,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Haryana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Haryana,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Haryana,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Haryana,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Haryana,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Haryana,99,0.20,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Himachal Pradesh,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Himachal Pradesh,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Himachal Pradesh,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Himachal Pradesh,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Himachal Pradesh,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Himachal Pradesh,99,0.85,0.00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Himachal Pradesh,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Himachal Pradesh,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Himachal Pradesh,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Himachal Pradesh,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Himachal Pradesh,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Himachal Pradesh,99,0.89,0.00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Himachal Pradesh,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Himachal Pradesh,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Himachal Pradesh,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Himachal Pradesh,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Himachal Pradesh,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Himachal Pradesh,99,0.52,0.00,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Jammu and Kashmir,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Jammu and Kashmir,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Jammu and Kashmir,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Jammu and Kashmir,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Jammu and Kashmir,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Jammu and Kashmir,99,0.55,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Jammu and Kashmir,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Jammu and Kashmir,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Jammu and Kashmir,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Jammu and Kashmir,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Jammu and Kashmir,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Jammu and Kashmir,99,0.59,0.01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Jammu and Kashmir,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Jammu and Kashmir,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Jammu and Kashmir,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Jammu and Kashmir,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Jammu and Kashmir,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Jammu and Kashmir,99,0.42,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Jharkhand,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Jharkhand,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Jharkhand,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Jharkhand,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Jharkhand,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Jharkhand,99,0.67,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Jharkhand,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Jharkhand,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Jharkhand,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Jharkhand,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Jharkhand,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Jharkhand,99,0.73,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Jharkhand,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Jharkhand,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Jharkhand,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Jharkhand,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Jharkhand,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Jharkhand,99,0.40,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Karnataka,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Karnataka,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Karnataka,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Karnataka,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Karnataka,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Karnataka,99,0.03,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Karnataka,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Karnataka,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,rural,Karnataka,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Karnataka,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Karnataka,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Karnataka,99,0.03,0.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Karnataka,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Karnataka,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Karnataka,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Karnataka,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Karnataka,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Karnataka,99,0.03,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Kerala,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Kerala,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Kerala,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Kerala,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Kerala,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Kerala,99,0.81,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Kerala,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Kerala,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Kerala,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Kerala,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Kerala,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Kerala,99,0.86,0.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Kerala,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Kerala,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Kerala,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Kerala,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Kerala,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Kerala,99,0.74,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Ladakh,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,All,Ladakh,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Ladakh,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Ladakh,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Ladakh,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Ladakh,99,0.86,0.35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Ladakh,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,rural,Ladakh,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Ladakh,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Ladakh,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Ladakh,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Ladakh,99,0.87,0.39,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Ladakh,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Ladakh,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Ladakh,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Ladakh,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Ladakh,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Ladakh,99,0.77,0.14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Lakshadweep,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,quintile,State
2022,All,Lakshadweep,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,All,Lakshadweep,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,All,Lakshadweep,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,All,Lakshadweep,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Lakshadweep,99,0.87,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All,State
2022,rural,Lakshadweep,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,quintile,State
2022,rural,Lakshadweep,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,rural,Lakshadweep,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Lakshadweep,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,rural,Lakshadweep,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Lakshadweep,99,0.82,0.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All,State
2022,urban,Lakshadweep,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,quintile,State
2022,urban,Lakshadweep,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,urban,Lakshadweep,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,urban,Lakshadweep,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,urban,Lakshadweep,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Lakshadweep,99,0.89,0.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,All,State
2022,All,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Madhya Pradesh,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Madhya Pradesh,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Madhya Pradesh,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Madhya Pradesh,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Madhya Pradesh,99,0.55,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Madhya Pradesh,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,quintile,State
2022,rural,Madhya Pradesh,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Madhya Pradesh,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Madhya Pradesh,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Madhya Pradesh,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Madhya Pradesh,99,0.62,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Madhya Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Madhya Pradesh,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Madhya Pradesh,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Madhya Pradesh,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Madhya Pradesh,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Madhya Pradesh,99,0.36,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Maharashtra,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Maharashtra,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Maharashtra,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Maharashtra,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Maharashtra,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Maharashtra,99,0.42,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Maharashtra,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Maharashtra,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Maharashtra,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Maharashtra,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Maharashtra,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Maharashtra,99,0.53,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Maharashtra,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Maharashtra,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Maharashtra,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Maharashtra,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Maharashtra,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Maharashtra,99,0.27,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Manipur,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Manipur,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Manipur,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Manipur,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Manipur,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Manipur,99,0.77,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Manipur,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Manipur,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Manipur,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Manipur,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Manipur,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Manipur,99,0.80,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Manipur,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Manipur,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Manipur,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Manipur,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Manipur,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Manipur,99,0.69,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Meghalaya,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Meghalaya,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Meghalaya,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Meghalaya,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Meghalaya,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Meghalaya,99,0.70,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,rural,Meghalaya,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Meghalaya,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Meghalaya,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Meghalaya,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Meghalaya,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,rural,Meghalaya,99,0.74,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,urban,Meghalaya,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Meghalaya,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Meghalaya,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Meghalaya,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Meghalaya,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,urban,Meghalaya,99,0.47,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All,State
2022,All,Mizoram,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Mizoram,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
2022,All,Mizoram,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quintile,State
